id,Rings
90615,8.51308161714464
90616,10.006657042352716
90617,10.282330000825969
90618,10.931888966110737
90619,7.75904457490346
90620,9.634898893010428
90621,12.87044962322658
90622,6.21137981036013
90623,7.778615077215348
90624,11.469835294499964
90625,12.204495236001904
90626,6.48479708254915
90627,10.446394197208017
90628,12.843451724411779
90629,7.544972452274379
90630,7.798423566272003
90631,13.378223221724658
90632,5.946264262572891
90633,11.65688847680097
90634,10.537723816712257
90635,6.1944764911477925
90636,7.55721588527118
90637,10.479993815867216
90638,8.674400156626993
90639,9.71477089702406
90640,11.080693463333413
90641,8.437027479271645
90642,10.356125100181119
90643,5.575076786404247
90644,11.150497114730477
90645,8.865029754299771
90646,9.022534560765667
90647,11.013817980972838
90648,13.059092970192054
90649,12.554710357909372
90650,10.720022526168378
90651,9.435710589176638
90652,9.167353323424827
90653,14.104438736870984
90654,6.564237199888897
90655,8.009347598444773
90656,9.945244710375581
90657,8.259250442270815
90658,6.892894168417068
90659,9.741368319047115
90660,7.265282576235855
90661,7.920202975873881
90662,7.143821086500905
90663,10.470078701449534
90664,7.98173596687989
90665,12.504925810856303
90666,9.30887658688998
90667,5.931862336444455
90668,9.521903487232418
90669,9.367771614746497
90670,9.549927549586863
90671,10.61010874064168
90672,9.066339547260508
90673,14.026147148408683
90674,7.6995899119001106
90675,5.708576652598619
90676,11.295165442368802
90677,10.303506866814837
90678,5.275495250706787
90679,8.879102020683991
90680,10.180709618184325
90681,10.499674169518764
90682,14.533736987265623
90683,9.23626543660193
90684,12.309940903612866
90685,10.194453282854385
90686,6.9973380574448525
90687,10.948330158277955
90688,9.380163681358253
90689,11.348739235091795
90690,19.851861224611724
90691,8.3032623273233
90692,10.986122153519078
90693,11.63944988949534
90694,9.794862413882285
90695,9.136203277122346
90696,9.957454977191349
90697,6.8224042482795575
90698,10.08395615363518
90699,5.646091753750817
90700,10.664065190129392
90701,11.048339335559165
90702,10.455230019350154
90703,12.690653885963794
90704,5.6136605385791185
