id,Rings
90615,8.511787786208933
90616,10.006078231158657
90617,10.282228426785819
90618,10.932569383507577
90619,7.7591398663578
90620,9.634637717873714
90621,12.870925890732726
90622,6.211361342291309
90623,7.778539180723558
90624,11.468741718931163
90625,12.204715799942331
90626,6.485060759894948
90627,10.44697419555701
90628,12.844494578946328
90629,7.545340907634473
90630,7.798561277144244
90631,13.379755413029073
90632,5.946348226341751
90633,11.656875283991472
90634,10.53805852967184
90635,6.194472575081835
90636,7.557193001122009
90637,10.479596207361668
90638,8.673762730260817
90639,9.71434499501784
90640,11.080955630302192
90641,8.437041625184689
90642,10.356333112927787
90643,5.574913570066335
90644,11.150198987791603
90645,8.864085603424261
90646,9.022621363835622
90647,11.013420101453441
90648,13.058020422909276
90649,12.555476345470016
90650,10.72012359452686
90651,9.43529704916254
90652,9.167831793228581
90653,14.105184415012928
90654,6.564399283106738
90655,8.009214310840543
90656,9.944911391111773
90657,8.259053300700824
90658,6.893084759687518
90659,9.74135352377127
90660,7.265433610418134
90661,7.920006610037239
90662,7.143521054470333
90663,10.470152602257153
90664,7.981735617121841
90665,12.505777559149681
90666,9.308453404601977
90667,5.931915514444873
90668,9.520718107537125
90669,9.367510747199628
90670,9.549683095733862
90671,10.610579293618244
90672,9.065913716745996
90673,14.026936900961037
90674,7.699429786450866
90675,5.7084813557543335
90676,11.295542965724437
90677,10.303936474922125
90678,5.2755028365764565
90679,8.879007980472084
90680,10.18132232156843
90681,10.49935339372482
90682,14.533479986677591
90683,9.23515135989639
90684,12.310250994717205
90685,10.195264230904385
90686,6.997242047917663
90687,10.94801274122212
90688,9.37965905040245
90689,11.348435152699246
90690,19.855681006859356
90691,8.303384937171227
90692,10.986427194699576
90693,11.640010640829692
90694,9.794448920416631
90695,9.135734826211895
90696,9.957127962315424
90697,6.822243031582978
90698,10.084167807019774
90699,5.646196814540736
90700,10.6641887713837
90701,11.04860646349106
90702,10.456036573765827
90703,12.690521508376328
90704,5.613698632236775
90705,12.660007429799464
90706,11.367510379551465
90707,6.121259589906501
90708,8.701242501315573
90709,10.172344671408586
90710,10.392447405991618
90711,8.931500397238818
90712,8.978164177480624
90713,15.05764703664105
90714,7.065765869274491
90715,8.23409342261392
90716,6.234292970977391
90717,10.051986160065232
90718,4.835183178062124
90719,6.027378466704944
90720,10.81905773187072
90721,9.046597448145679
90722,8.975010847995792
90723,8.078554708193249
90724,10.011439104964982
90725,6.894839314796188
90726,7.848245693963774
90727,8.797111320236224
90728,10.39961775381085
90729,10.772100402589931
90730,11.168061528223188
90731,6.081804200955558
90732,7.937758370183238
90733,11.706063518434586
90734,8.81072431261396
90735,7.701089674372356
90736,7.698748876238087
90737,5.985431419746188
90738,6.674572953420093
90739,14.735605890498817
90740,11.200954241057246
90741,5.529810307165171
90742,9.271766267626667
90743,13.099025497965654
90744,6.901901153211741
90745,8.25803698838441
